"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"1359","313","17","27","5","9","0","12","0","12","329","250","0","12","1008","320","1500000US490490104042","Block Group 2, Census Tract 104.04, Utah County, Utah"
"861","226","0","12","32","53","0","12","0","12","54","80","16","31","759","237","1500000US490490104043","Block Group 3, Census Tract 104.04, Utah County, Utah"
"847","281","88","70","35","65","54","94","0","12","14","18","0","12","656","192","1500000US490490104044","Block Group 4, Census Tract 104.04, Utah County, Utah"
"2045","533","26","40","21","21","46","55","49","51","385","516","91","80","1427","333","1500000US490490104051","Block Group 1, Census Tract 104.05, Utah County, Utah"
"1601","446","56","71","18","30","158","247","0","12","41","50","63","65","1265","372","1500000US490490104052","Block Group 2, Census Tract 104.05, Utah County, Utah"
"722","146","35","57","0","12","0","12","38","59","28","42","0","12","621","153","1500000US490490104053","Block Group 3, Census Tract 104.05, Utah County, Utah"
"2415","255","30","32","36","37","114","160","0","12","51","81","64","74","2120","243","1500000US490490104061","Block Group 1, Census Tract 104.06, Utah County, Utah"
"798","396","7","11","9","17","51","57","0","12","29","35","0","12","702","393","1500000US490490104062","Block Group 2, Census Tract 104.06, Utah County, Utah"
"1006","267","0","12","0","12","0","12","2","4","5","9","6","9","993","267","1500000US490490104071","Block Group 1, Census Tract 104.07, Utah County, Utah"
"1784","452","33","42","12","10","51","56","8","8","68","56","327","402","1285","260","1500000US490490104072","Block Group 2, Census Tract 104.07, Utah County, Utah"
"1649","319","40","50","8","13","0","12","141","189","52","58","96","156","1312","296","1500000US490490104081","Block Group 1, Census Tract 104.08, Utah County, Utah"
"872","340","53","53","0","12","0","12","0","12","8","13","114","99","697","363","1500000US490490104082","Block Group 2, Census Tract 104.08, Utah County, Utah"
"1490","401","71","96","7","12","0","12","102","159","13","22","0","12","1297","369","1500000US490490104083","Block Group 3, Census Tract 104.08, Utah County, Utah"
"1774","351","0","12","92","85","67","104","113","130","112","121","0","12","1390","387","1500000US490490104091","Block Group 1, Census Tract 104.09, Utah County, Utah"
"1717","417","0","12","31","47","4","7","25","34","126","120","35","43","1496","402","1500000US490490104092","Block Group 2, Census Tract 104.09, Utah County, Utah"
"362","116","0","12","99","101","0","12","0","12","12","18","21","27","230","78","1500000US490490104101","Block Group 1, Census Tract 104.10, Utah County, Utah"
"1131","242","41","63","13","20","35","53","88","115","87","77","114","144","753","222","1500000US490490104102","Block Group 2, Census Tract 104.10, Utah County, Utah"
"108","126","0","12","0","12","0","12","0","12","0","12","0","12","108","126","1500000US490490104103","Block Group 3, Census Tract 104.10, Utah County, Utah"
"2292","398","40","39","30","38","300","195","26","50","107","115","112","97","1677","420","1500000US490490104104","Block Group 4, Census Tract 104.10, Utah County, Utah"
"1399","224","18","21","63","48","0","12","0","12","148","117","5","6","1165","209","1500000US490490104111","Block Group 1, Census Tract 104.11, Utah County, Utah"
"2327","387","15","16","11","12","21","26","30","29","48","34","6","10","2196","397","1500000US490490104112","Block Group 2, Census Tract 104.11, Utah County, Utah"
"2910","512","13","14","0","12","127","106","32","42","149","94","12","18","2577","545","1500000US490490104113","Block Group 3, Census Tract 104.11, Utah County, Utah"
"1136","688","40","71","0","12","8","11","37","61","17","24","0","12","1034","693","1500000US490490105031","Block Group 1, Census Tract 105.03, Utah County, Utah"
"2106","224","73","55","57","51","110","106","14","32","350","201","0","12","1502","264","1500000US490490105032","Block Group 2, Census Tract 105.03, Utah County, Utah"
"1932","372","6","9","23","32","87","79","112","130","361","217","0","12","1343","245","1500000US490490105041","Block Group 1, Census Tract 105.04, Utah County, Utah"
"1249","248","37","41","0","12","136","120","5","8","67","69","92","137","912","218","1500000US490490105042","Block Group 2, Census Tract 105.04, Utah County, Utah"
"998","304","0","12","0","12","64","93","126","132","99","121","0","12","709","281","1500000US490490105051","Block Group 1, Census Tract 105.05, Utah County, Utah"
"550","235","0","12","0","12","0","12","0","12","24","35","0","12","526","234","1500000US490490105052","Block Group 2, Census Tract 105.05, Utah County, Utah"
"288","141","0","12","0","12","10","16","0","12","0","12","0","12","278","141","1500000US490490105053","Block Group 3, Census Tract 105.05, Utah County, Utah"
"1125","334","55","66","188","240","33","36","257","219","186","207","54","68","352","220","1500000US490490105054","Block Group 4, Census Tract 105.05, Utah County, Utah"
"1773","356","52","46","34","69","0","12","116","128","161","172","14","40","1396","349","1500000US490490105055","Block Group 5, Census Tract 105.05, Utah County, Utah"
"1144","449","5","7","107","138","35","29","40","46","197","159","19","28","741","418","1500000US490490105061","Block Group 1, Census Tract 105.06, Utah County, Utah"
"525","189","0","12","0","12","20","23","15","25","0","12","6","9","484","193","1500000US490490105062","Block Group 2, Census Tract 105.06, Utah County, Utah"
"434","239","138","200","5","8","5","8","98","72","82","94","0","12","106","71","1500000US490490105063","Block Group 3, Census Tract 105.06, Utah County, Utah"
"1822","314","140","97","67","67","87","65","74","60","60","47","33","29","1361","291","1500000US490490106001","Block Group 1, Census Tract 106, Utah County, Utah"
"1961","278","0","12","0","12","0","12","100","120","107","115","76","74","1678","311","1500000US490490106002","Block Group 2, Census Tract 106, Utah County, Utah"
"1247","313","8","7","76","81","29","39","273","271","81","58","13","13","767","203","1500000US490490106003","Block Group 3, Census Tract 106, Utah County, Utah"
"1690","335","245","218","60","48","63","104","0","12","105","102","0","12","1217","311","1500000US490490107001","Block Group 1, Census Tract 107, Utah County, Utah"
"1317","289","15","24","21","33","0","12","9","15","11","16","163","185","1098","259","1500000US490490107002","Block Group 2, Census Tract 107, Utah County, Utah"
"2443","481","58","66","0","12","66","99","75","91","384","274","0","12","1860","466","1500000US490490107003","Block Group 3, Census Tract 107, Utah County, Utah"
"67","51","0","12","0","12","0","12","0","12","0","12","0","12","67","51","1500000US490490109001","Block Group 1, Census Tract 109, Utah County, Utah"
"411","113","3","5","14","22","19","22","0","12","20","31","0","12","355","102","1500000US490490109002","Block Group 2, Census Tract 109, Utah County, Utah"
"603","260","12","13","13","21","0","12","0","12","12","19","0","12","566","264","1500000US490490109003","Block Group 3, Census Tract 109, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499801001","Block Group 1, Census Tract 9801, Utah County, Utah"
"2539","382","584","246","786","200","257","122","193","85","313","124","85","72","321","142","1500000US490499802001","Block Group 1, Census Tract 9802, Utah County, Utah"
"2211","798","37","42","176","150","224","191","382","532","228","274","0","12","1164","540","1500000US490499803001","Block Group 1, Census Tract 9803, Utah County, Utah"
"2161","497","301","250","385","292","78","93","158","138","159","170","257","320","823","305","1500000US490499803002","Block Group 2, Census Tract 9803, Utah County, Utah"
"116","96","21","40","0","12","0","12","44","87","0","12","0","12","51","61","1500000US490499804001","Block Group 1, Census Tract 9804, Utah County, Utah"
"1617","313","190","144","176","79","328","281","215","206","252","173","44","49","412","106","1500000US490499805001","Block Group 1, Census Tract 9805, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499806001","Block Group 1, Census Tract 9806, Utah County, Utah"
"1830","385","15","19","64","66","35","42","234","213","17","28","103","94","1362","338","1500000US490572001001","Block Group 1, Census Tract 2001, Weber County, Utah"
"1462","459","112","109","43","41","21","24","7","11","30","35","0","12","1249","458","1500000US490572001002","Block Group 2, Census Tract 2001, Weber County, Utah"
"1154","310","10","17","143","143","11","17","95","103","110","122","30","34","755","278","1500000US490572001003","Block Group 3, Census Tract 2001, Weber County, Utah"
"2081","533","131","88","235","195","151","214","204","205","297","187","63","77","1000","408","1500000US490572002021","Block Group 1, Census Tract 2002.02, Weber County, Utah"
"1871","394","6","10","134","98","111","101","128","110","230","163","14","21","1248","351","1500000US490572002022","Block Group 2, Census Tract 2002.02, Weber County, Utah"
"1347","349","35","52","61","83","84","140","15","17","154","209","34","51","964","280","1500000US490572002031","Block Group 1, Census Tract 2002.03, Weber County, Utah"
"1753","377","6","10","72","93","9","14","394","306","263","199","28","28","981","311","1500000US490572002032","Block Group 2, Census Tract 2002.03, Weber County, Utah"
"2247","655","72","68","201","155","557","498","165","198","134","203","11","16","1107","307","1500000US490572002033","Block Group 3, Census Tract 2002.03, Weber County, Utah"
"2562","508","22","25","311","337","164","158","56","92","52","62","0","12","1957","471","1500000US490572002041","Block Group 1, Census Tract 2002.04, Weber County, Utah"
"2395","560","46","53","233","215","54","58","36","43","87","98","183","166","1756","523","1500000US490572002042","Block Group 2, Census Tract 2002.04, Weber County, Utah"
"1069","424","0","12","25","30","0","12","30","38","277","288","9","16","728","364","1500000US490572003011","Block Group 1, Census Tract 2003.01, Weber County, Utah"
"1654","465","0","12","24","37","43","48","0","12","140","213","97","133","1350","427","1500000US490572003012","Block Group 2, Census Tract 2003.01, Weber County, Utah"
"1829","530","237","197","491","268","85","82","100","82","77","77","16","26","823","302","1500000US490572003013","Block Group 3, Census Tract 2003.01, Weber County, Utah"
"830","530","317","490","50","82","0","12","0","12","0","12","85","103","378","261","1500000US490572003021","Block Group 1, Census Tract 2003.02, Weber County, Utah"
"2933","865","253","235","49","134","122","154","15","68","316","230","8","16","2170","895","1500000US490572003022","Block Group 2, Census Tract 2003.02, Weber County, Utah"
"1212","335","120","113","136","138","25","19","48","44","307","160","59","86","517","295","1500000US490572004001","Block Group 1, Census Tract 2004, Weber County, Utah"
"712","329","0","12","76","55","91","123","8","11","5","8","44","78","488","293","1500000US490572004002","Block Group 2, Census Tract 2004, Weber County, Utah"
"740","347","0","12","17","26","26","45","127","201","174","150","14","22","382","249","1500000US490572005001","Block Group 1, Census Tract 2005, Weber County, Utah"
"774","306","0","12","33","40","114","214","0","12","128","163","52","80","447","133","1500000US490572005002","Block Group 2, Census Tract 2005, Weber County, Utah"
"426","198","27","46","0","12","21","39","0","12","51","80","49","101","278","163","1500000US490572005003","Block Group 3, Census Tract 2005, Weber County, Utah"
"1121","447","0","12","0","12","154","225","115","155","231","250","20","30","601","345","1500000US490572005004","Block Group 4, Census Tract 2005, Weber County, Utah"
"1569","487","18","30","92","134","136","150","14","22","421","420","115","144","773","257","1500000US490572005005","Block Group 5, Census Tract 2005, Weber County, Utah"
"1378","564","57","67","168","177","56","83","0","12","342","334","30","48","725","390","1500000US490572005006","Block Group 6, Census Tract 2005, Weber County, Utah"
"955","382","60","84","123","184","0","12","0","12","49","54","33","36","690","267","1500000US490572006001","Block Group 1, Census Tract 2006, Weber County, Utah"
"1033","293","18","25","162","155","11","16","0","12","86","68","88","119","668","207","1500000US490572006002","Block Group 2, Census Tract 2006, Weber County, Utah"
"1295","607","11","18","23","37","0","12","51","42","20","23","150","144","1040","605","1500000US490572006003","Block Group 3, Census Tract 2006, Weber County, Utah"
"1014","301","69","55","18","28","11","17","74","86","153","195","18","28","671","215","1500000US490572006004","Block Group 4, Census Tract 2006, Weber County, Utah"
