"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"713","211","482","188","0","12","55","39","149","63","247","189","14","21","17","29","231","110","0","12","145","83","40","52","19","33","27","37","0","12","1500000US490111259054","Block Group 4, Census Tract 1259.05, Davis County, Utah"
"944","146","736","127","0","12","31","44","291","89","259","97","90","45","65","79","208","117","0","12","83","86","125","83","0","12","0","12","0","12","1500000US490111259061","Block Group 1, Census Tract 1259.06, Davis County, Utah"
"406","128","216","78","32","50","15","25","74","67","74","49","0","12","21","34","190","118","46","64","68","81","76","72","0","12","0","12","0","12","1500000US490111259062","Block Group 2, Census Tract 1259.06, Davis County, Utah"
"409","120","231","87","19","30","82","54","89","61","25","34","16","27","0","12","178","112","0","12","79","105","99","62","0","12","0","12","0","12","1500000US490111259063","Block Group 3, Census Tract 1259.06, Davis County, Utah"
"628","141","570","158","11","19","28","38","290","114","225","140","6","13","10","17","58","54","0","12","25","36","0","12","14","23","19","27","0","12","1500000US490111259064","Block Group 4, Census Tract 1259.06, Davis County, Utah"
"785","75","604","81","10","15","79","42","285","81","160","43","60","38","10","11","181","49","108","31","26","24","30","26","5","8","12","17","0","12","1500000US490111259071","Block Group 1, Census Tract 1259.07, Davis County, Utah"
"607","91","550","75","18","19","70","41","198","61","170","50","66","43","28","25","57","59","0","12","0","12","32","50","3","5","0","12","22","32","1500000US490111259081","Block Group 1, Census Tract 1259.08, Davis County, Utah"
"448","104","358","89","18","20","40","30","88","47","175","98","7","10","30","27","90","73","0","12","13","19","44","61","33","50","0","12","0","12","1500000US490111259082","Block Group 2, Census Tract 1259.08, Davis County, Utah"
"465","91","422","91","0","12","66","42","138","56","161","86","31","26","26","29","43","46","0","12","0","12","15","18","28","44","0","12","0","12","1500000US490111259083","Block Group 3, Census Tract 1259.08, Davis County, Utah"
"616","120","313","102","0","12","168","91","127","71","18","20","0","12","0","12","303","97","38","45","162","71","103","75","0","12","0","12","0","12","1500000US490111260011","Block Group 1, Census Tract 1260.01, Davis County, Utah"
"578","116","467","96","44","45","96","43","163","82","96","56","68","48","0","12","111","82","0","12","4","8","60","52","47","65","0","12","0","12","1500000US490111260012","Block Group 2, Census Tract 1260.01, Davis County, Utah"
"222","83","103","61","0","12","0","12","81","62","18","19","4","17","0","12","119","56","7","10","93","53","0","12","8","13","11","17","0","12","1500000US490111260013","Block Group 3, Census Tract 1260.01, Davis County, Utah"
"487","163","451","162","16","25","26","27","309","159","19","20","61","60","20","25","36","36","0","12","14","24","22","26","0","12","0","12","0","12","1500000US490111260014","Block Group 4, Census Tract 1260.01, Davis County, Utah"
"719","158","565","109","10","18","140","70","286","93","93","51","24","27","12","20","154","149","0","12","40","46","8","13","18","30","0","12","88","139","1500000US490111260021","Block Group 1, Census Tract 1260.02, Davis County, Utah"
"476","90","411","81","0","12","33","37","204","76","116","58","50","41","8","15","65","63","0","12","35","51","0","12","30","36","0","12","0","12","1500000US490111260022","Block Group 2, Census Tract 1260.02, Davis County, Utah"
"826","127","805","126","32","28","27","27","274","79","229","91","167","87","76","89","21","24","0","12","0","12","21","24","0","12","0","12","0","12","1500000US490111260023","Block Group 3, Census Tract 1260.02, Davis County, Utah"
"866","168","415","103","0","12","97","83","196","99","61","48","16","22","45","51","451","160","115","119","171","104","127","118","0","12","38","60","0","12","1500000US490111261011","Block Group 1, Census Tract 1261.01, Davis County, Utah"
"487","154","487","154","0","12","33","36","218","77","163","153","33","33","40","48","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111261012","Block Group 2, Census Tract 1261.01, Davis County, Utah"
"608","169","491","117","13","21","15","25","180","87","159","89","86","79","38","34","117","165","0","12","0","12","117","165","0","12","0","12","0","12","1500000US490111261013","Block Group 3, Census Tract 1261.01, Davis County, Utah"
"298","80","291","83","18","29","52","49","57","46","125","74","39","61","0","12","7","12","0","12","7","12","0","12","0","12","0","12","0","12","1500000US490111261014","Block Group 4, Census Tract 1261.01, Davis County, Utah"
"629","81","611","83","0","12","53","38","305","77","135","64","81","46","37","23","18","19","0","12","0","12","18","19","0","12","0","12","0","12","1500000US490111261051","Block Group 1, Census Tract 1261.05, Davis County, Utah"
"357","73","341","72","8","12","75","74","130","47","83","48","45","29","0","12","16","18","0","12","0","12","7","12","0","12","0","12","9","13","1500000US490111261052","Block Group 2, Census Tract 1261.05, Davis County, Utah"
"286","51","278","50","0","12","44","32","137","48","57","30","24","23","16","20","8","13","0","12","0","12","8","13","0","12","0","12","0","12","1500000US490111261053","Block Group 3, Census Tract 1261.05, Davis County, Utah"
"333","66","313","66","0","12","53","40","115","53","100","45","8","13","37","39","20","22","0","12","0","12","10","17","10","15","0","12","0","12","1500000US490111261054","Block Group 4, Census Tract 1261.05, Davis County, Utah"
"568","167","568","167","0","12","15","30","158","87","237","144","80","59","78","89","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111261061","Block Group 1, Census Tract 1261.06, Davis County, Utah"
"451","110","451","110","0","12","0","12","195","94","148","89","108","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111261062","Block Group 2, Census Tract 1261.06, Davis County, Utah"
"384","98","373","104","0","12","42","45","191","104","110","72","18","29","12","18","11","19","0","12","0","12","0","12","11","19","0","12","0","12","1500000US490111261071","Block Group 1, Census Tract 1261.07, Davis County, Utah"
"550","95","517","99","13","21","6","12","300","104","87","57","83","48","28","33","33","37","0","12","20","31","0","12","0","12","13","22","0","12","1500000US490111261072","Block Group 2, Census Tract 1261.07, Davis County, Utah"
"658","120","643","116","28","41","21","28","365","115","154","80","49","48","26","42","15","26","0","12","0","12","15","26","0","12","0","12","0","12","1500000US490111261081","Block Group 1, Census Tract 1261.08, Davis County, Utah"
"746","170","746","170","0","12","32","37","297","131","207","89","140","118","70","65","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111261082","Block Group 2, Census Tract 1261.08, Davis County, Utah"
"580","80","506","80","0","12","52","50","180","60","179","72","85","51","10","12","74","40","0","12","20","22","44","41","0","12","10","17","0","12","1500000US490111262031","Block Group 1, Census Tract 1262.03, Davis County, Utah"
"630","102","526","96","0","12","12","18","254","73","117","55","96","66","47","42","104","61","0","12","30","28","42","46","27","25","5","8","0","12","1500000US490111262032","Block Group 2, Census Tract 1262.03, Davis County, Utah"
"473","92","393","73","9","15","58","35","187","57","96","48","43","33","0","12","80","73","0","12","28","33","52","66","0","12","0","12","0","12","1500000US490111262041","Block Group 1, Census Tract 1262.04, Davis County, Utah"
"269","63","164","43","0","12","9","14","87","40","46","28","14","12","8","13","105","56","5","8","0","12","39","36","40","36","21","34","0","12","1500000US490111262042","Block Group 2, Census Tract 1262.04, Davis County, Utah"
"598","98","429","87","12","19","60","37","207","70","108","65","13","15","29","31","169","65","0","12","60","62","78","51","31","26","0","12","0","12","1500000US490111262043","Block Group 3, Census Tract 1262.04, Davis County, Utah"
"1910","626","1412","621","14","25","621","615","585","172","143","93","49","45","0","12","498","171","72","60","213","108","186","131","27","32","0","12","0","12","1500000US490111262051","Block Group 1, Census Tract 1262.05, Davis County, Utah"
"544","129","544","129","47","38","113","97","175","101","140","71","23","37","46","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111262052","Block Group 2, Census Tract 1262.05, Davis County, Utah"
"724","101","676","100","0","12","31","48","366","100","163","97","30","35","86","87","48","41","0","12","10","17","28","33","10","16","0","12","0","12","1500000US490111262061","Block Group 1, Census Tract 1262.06, Davis County, Utah"
"781","163","725","159","0","12","9","15","312","105","276","103","31","33","97","109","56","85","0","12","0","12","56","85","0","12","0","12","0","12","1500000US490111262062","Block Group 2, Census Tract 1262.06, Davis County, Utah"
"639","156","620","158","10","15","33","23","411","168","111","67","40","27","15","16","19","26","0","12","0","12","19","26","0","12","0","12","0","12","1500000US490111263031","Block Group 1, Census Tract 1263.03, Davis County, Utah"
"508","111","419","108","0","12","26","31","284","101","89","43","15","19","5","9","89","59","0","12","49","54","40","46","0","12","0","12","0","12","1500000US490111263032","Block Group 2, Census Tract 1263.03, Davis County, Utah"
"379","63","379","63","0","12","0","12","148","52","180","60","20","22","31","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111263033","Block Group 3, Census Tract 1263.03, Davis County, Utah"
"928","190","588","161","0","12","41","35","166","63","124","55","89","55","168","189","340","106","0","12","113","80","227","95","0","12","0","12","0","12","1500000US490111263041","Block Group 1, Census Tract 1263.04, Davis County, Utah"
"743","232","743","232","0","12","173","141","265","110","221","147","37","36","47","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111263042","Block Group 2, Census Tract 1263.04, Davis County, Utah"
"693","113","669","110","21","31","34","30","325","111","183","73","77","40","29","28","24","37","0","12","0","12","0","12","24","37","0","12","0","12","1500000US490111263043","Block Group 3, Census Tract 1263.04, Davis County, Utah"
"841","89","821","90","6","9","64","39","378","70","204","70","118","44","51","33","20","17","0","12","9","12","6","9","0","12","5","8","0","12","1500000US490111263051","Block Group 1, Census Tract 1263.05, Davis County, Utah"
"1076","169","967","167","0","12","211","119","470","131","109","64","89","60","88","87","109","58","0","12","16","25","93","60","0","12","0","12","0","12","1500000US490111263061","Block Group 1, Census Tract 1263.06, Davis County, Utah"
"706","166","484","135","0","12","230","116","191","88","63","57","0","12","0","12","222","116","19","30","32","38","156","106","15","24","0","12","0","12","1500000US490111263062","Block Group 2, Census Tract 1263.06, Davis County, Utah"
"993","172","627","143","30","35","168","71","236","96","165","104","28","45","0","12","366","156","0","12","140","104","163","123","28","40","0","12","35","47","1500000US490111263063","Block Group 3, Census Tract 1263.06, Davis County, Utah"
"423","76","414","77","11","18","18","19","146","50","127","58","63","28","49","57","9","13","0","12","0","12","0","12","9","13","0","12","0","12","1500000US490111264021","Block Group 1, Census Tract 1264.02, Davis County, Utah"
"496","73","489","71","0","12","9","13","254","69","141","44","36","25","49","42","7","11","0","12","0","12","0","12","0","12","7","11","0","12","1500000US490111264022","Block Group 2, Census Tract 1264.02, Davis County, Utah"
"795","180","380","123","0","12","10","17","290","120","73","51","7","12","0","12","415","132","42","66","99","68","243","114","31","36","0","12","0","12","1500000US490111264041","Block Group 1, Census Tract 1264.04, Davis County, Utah"
"514","126","145","75","0","12","23","27","98","69","9","14","15","24","0","12","369","110","0","12","227","115","109","69","33","40","0","12","0","12","1500000US490111264042","Block Group 2, Census Tract 1264.04, Davis County, Utah"
"606","112","562","116","0","12","24","31","240","97","163","85","66","44","69","49","44","62","0","12","0","12","0","12","44","62","0","12","0","12","1500000US490111264043","Block Group 3, Census Tract 1264.04, Davis County, Utah"
"690","196","671","198","11","17","76","52","288","121","249","170","12","23","35","40","19","22","0","12","0","12","9","14","10","17","0","12","0","12","1500000US490111264044","Block Group 4, Census Tract 1264.04, Davis County, Utah"
